epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,5311.59,1.61756,1.13021,0.00647,0.78504,0.63046,0.73116,0.44724,1.47232,1.04172,0.00775,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,5608.67,1.60926,1.12868,0.00641,0.78644,0.63446,0.73387,0.45244,1.46213,1.02087,0.00768,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,5896.51,1.60545,1.12309,0.0064,0.78543,0.64206,0.7384,0.45189,1.46669,1.02403,0.00774,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,6179.58,1.59859,1.11882,0.0064,0.78545,0.63781,0.73584,0.45231,1.46336,1.02135,0.00767,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,6463.93,1.59317,1.11384,0.00635,0.79029,0.63874,0.74013,0.45893,1.43911,1.02093,0.00748,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,6745.01,1.59966,1.1054,0.00631,0.78929,0.64588,0.74255,0.46027,1.43809,1.01874,0.00748,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,7085.85,1.59097,1.1054,0.00625,0.79328,0.64192,0.7433,0.46334,1.43528,0.99893,0.00744,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,7386.57,1.58002,1.09722,0.00629,0.796,0.6445,0.74533,0.46425,1.43584,0.99439,0.00743,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,7669.65,1.58311,1.09117,0.00621,0.79531,0.6472,0.74661,0.46447,1.43276,0.99753,0.00743,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,7972.14,1.57423,1.08955,0.00619,0.79773,0.6476,0.74828,0.46759,1.42737,0.98607,0.00737,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,8252.43,1.57579,1.0874,0.00619,0.79663,0.64744,0.74883,0.46853,1.42413,0.98742,0.00732,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,8525.16,1.56161,1.08033,0.00618,0.79377,0.65111,0.7503,0.47008,1.4188,0.98663,0.00729,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,8811.39,1.5576,1.07665,0.00611,0.79999,0.64967,0.75157,0.47138,1.41855,0.98036,0.00727,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,9096.14,1.55825,1.0717,0.00611,0.79646,0.65382,0.75287,0.47336,1.41419,0.97553,0.00725,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,9369.41,1.55286,1.06678,0.00608,0.80056,0.65286,0.75447,0.47349,1.41386,0.9754,0.00724,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,9674.83,1.54996,1.06513,0.00602,0.79842,0.65411,0.75366,0.47405,1.41124,0.97272,0.00721,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,9964.49,1.54801,1.05964,0.006,0.8,0.65597,0.75556,0.47623,1.40549,0.96943,0.00719,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,10249.1,1.54436,1.05639,0.00597,0.80201,0.6562,0.75615,0.47626,1.40844,0.96908,0.00717,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,10537.2,1.5364,1.04843,0.00596,0.80365,0.65547,0.75695,0.47726,1.40452,0.96716,0.00715,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,10826,1.53493,1.04827,0.00593,0.80208,0.65789,0.7575,0.47842,1.40136,0.96411,0.00716,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,11107.4,1.53305,1.04384,0.00589,0.80453,0.65699,0.75837,0.47841,1.4046,0.96147,0.00716,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,11397.6,1.52277,1.03623,0.00585,0.80341,0.6585,0.75856,0.47954,1.40132,0.95849,0.00713,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,11672.7,1.47133,0.98776,0.00627,0.80151,0.65932,0.75784,0.47875,1.40425,0.95977,0.00715,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,11953.7,1.45825,0.97806,0.0062,0.80075,0.65848,0.75718,0.47896,1.40261,0.96221,0.00713,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,12217.6,1.44701,0.96926,0.00615,0.804,0.65773,0.75734,0.4793,1.40234,0.96042,0.00712,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,12481.7,1.4452,0.96709,0.00613,0.80179,0.65868,0.75785,0.47978,1.39993,0.96029,0.0071,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,12767,1.43816,0.95844,0.00608,0.80089,0.66062,0.75862,0.48067,1.40024,0.95586,0.0071,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,13046.6,1.44107,0.95465,0.00603,0.8044,0.65972,0.7589,0.4813,1.3974,0.95543,0.00709,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,13326.5,1.43385,0.95193,0.00599,0.80234,0.66055,0.75913,0.4817,1.39829,0.95394,0.00708,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,13630.9,1.43061,0.94915,0.00597,0.80316,0.66069,0.75947,0.48176,1.39791,0.9539,0.00708,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,13897.4,1.42019,0.94159,0.00595,0.8037,0.66072,0.75996,0.48216,1.39731,0.95228,0.00708,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,14172.2,1.41931,0.94122,0.00588,0.80348,0.66186,0.76008,0.48237,1.39738,0.95179,0.00708,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
