epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,32925.8,1.46153,1.19563,0.00731,0.79665,0.66331,0.76894,0.5038,1.25029,0.98917,0.00997,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,34591.2,1.46156,1.19147,0.00729,0.79635,0.66457,0.76959,0.50499,1.24732,0.98619,0.00992,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,36202.7,1.4581,1.18539,0.00725,0.79579,0.66548,0.77009,0.50585,1.24539,0.98406,0.00989,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,37917.7,1.44964,1.18305,0.00724,0.79679,0.66588,0.77087,0.5068,1.24272,0.98222,0.00985,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,39547.7,1.44916,1.17831,0.00723,0.79558,0.66665,0.77105,0.50748,1.24023,0.98081,0.00981,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,41220.8,1.4445,1.17438,0.00721,0.79758,0.66598,0.77189,0.50875,1.23767,0.97831,0.00977,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,42824.8,1.44121,1.16901,0.00712,0.80021,0.66573,0.7729,0.5098,1.23498,0.97594,0.00973,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,44482.8,1.43862,1.16177,0.00712,0.80072,0.66745,0.774,0.51097,1.2335,0.97163,0.00971,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,46105.4,1.43324,1.15829,0.00709,0.80167,0.66891,0.77514,0.51216,1.23146,0.96891,0.00968,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,47778.3,1.43053,1.15258,0.00707,0.80257,0.66964,0.77629,0.51321,1.23028,0.96448,0.00966,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,49376,1.42767,1.14731,0.007,0.8039,0.67025,0.77719,0.51418,1.22912,0.96088,0.00964,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,51020.9,1.42396,1.14167,0.007,0.8034,0.67217,0.77828,0.51529,1.22777,0.95687,0.00962,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,52665.5,1.41999,1.13825,0.00696,0.80439,0.67281,0.77923,0.51616,1.22607,0.95357,0.00958,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,54300.8,1.41517,1.12974,0.00692,0.80664,0.67356,0.78031,0.51739,1.2245,0.94962,0.00956,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,55887.5,1.41057,1.12547,0.00692,0.80686,0.67421,0.78128,0.51829,1.22304,0.94673,0.00955,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,57559.9,1.40644,1.12211,0.00685,0.80826,0.67455,0.78215,0.51916,1.22148,0.94444,0.00953,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,59198.6,1.40051,1.11772,0.00685,0.80917,0.67512,0.78261,0.51981,1.22008,0.9422,0.0095,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,60840.5,1.39312,1.10744,0.00678,0.80979,0.67663,0.78327,0.52071,1.21841,0.93993,0.00948,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,62438.2,1.39307,1.10262,0.00674,0.81111,0.67634,0.78419,0.52167,1.21717,0.93652,0.00946,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,64119.4,1.38773,1.09886,0.0067,0.81247,0.67634,0.78492,0.52258,1.21574,0.93416,0.00943,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,65747.3,1.38588,1.09463,0.00667,0.81274,0.67698,0.78552,0.52323,1.21461,0.93314,0.00941,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,67494,1.37621,1.08637,0.00664,0.81487,0.67721,0.78638,0.5242,1.21354,0.9302,0.00939,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,69096.6,1.33739,1.0166,0.00741,0.81539,0.67638,0.7865,0.52454,1.21287,0.92839,0.00937,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,71247.6,1.32476,1.00369,0.0073,0.81701,0.67559,0.78665,0.52508,1.21158,0.92722,0.00935,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,72859.9,1.31837,0.99341,0.00722,0.81633,0.67591,0.78678,0.52557,1.21078,0.92549,0.00933,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,74548.7,1.30881,0.98472,0.0071,0.81691,0.67572,0.78726,0.52611,1.21009,0.92411,0.00932,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,76143.2,1.30495,0.97383,0.00703,0.81669,0.6776,0.78758,0.5268,1.20872,0.92059,0.00929,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,78944.2,1.2928,0.96376,0.00694,0.81565,0.67888,0.78812,0.52759,1.20649,0.91826,0.00926,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,80556.9,1.28747,0.95463,0.00687,0.81662,0.67881,0.78855,0.52829,1.20562,0.91506,0.00924,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,82245.7,1.27943,0.94534,0.00678,0.81828,0.67979,0.78949,0.52912,1.20445,0.91172,0.00921,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,83818.5,1.27139,0.93652,0.00671,0.81782,0.6816,0.79039,0.53002,1.20298,0.90873,0.00918,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,85384.7,1.26553,0.929,0.00664,0.81834,0.68262,0.79136,0.53084,1.20156,0.90472,0.00914,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
